Local,Ano,Morte5
SALMOURÃO,2010,"15,72"
SALTINHO,1991,"20,44"
SALTINHO,2000,"15,10"
SALTINHO,2010,"14,70"
SALTO,1991,"31,35"
SALTO,2000,"19,24"
SALTO,2010,"15,43"
SALTO DE PIRAPORA,1991,"34,77"
SALTO DE PIRAPORA,2000,"21,84"
SALTO DE PIRAPORA,2010,"16,98"
SALTO GRANDE,1991,"29,85"
SALTO GRANDE,2000,"28,49"
SALTO GRANDE,2010,"17,96"
SANDOVALINA,1991,"32,39"
SANDOVALINA,2000,"22,80"
SANDOVALINA,2010,"19,40"
SANTA ADÉLIA,1991,"28,66"
SANTA ADÉLIA,2000,"19,24"
SANTA ADÉLIA,2010,"15,66"
SANTA ALBERTINA,1991,"24,66"
SANTA ALBERTINA,2000,"22,97"
SANTA ALBERTINA,2010,"19,82"
SANTA BRANCA,1991,"34,68"
SANTA BRANCA,2000,"24,43"
SANTA BRANCA,2010,"17,63"
SANTA BÁRBARA D'OESTE,1991,"27,40"
SANTA BÁRBARA D'OESTE,2000,"18,90"
SANTA BÁRBARA D'OESTE,2010,"12,27"
SANTA CLARA D'OESTE,1991,"34,74"
SANTA CLARA D'OESTE,2000,"26,42"
SANTA CLARA D'OESTE,2010,"20,34"
SANTA CRUZ DA CONCEIÇÃO,1991,"26,40"
SANTA CRUZ DA CONCEIÇÃO,2000,"15,89"
SANTA CRUZ DA CONCEIÇÃO,2010,"12,85"
SANTA CRUZ DA ESPERANÇA,1991,"31,15"
SANTA CRUZ DA ESPERANÇA,2000,"22,28"
SANTA CRUZ DA ESPERANÇA,2010,"17,25"
SANTA CRUZ DAS PALMEIRAS,1991,"31,55"
SANTA CRUZ DAS PALMEIRAS,2000,"24,01"
SANTA CRUZ DAS PALMEIRAS,2010,"19,14"
SANTA CRUZ DO RIO PARDO,1991,"24,01"
SANTA CRUZ DO RIO PARDO,2000,"20,68"
SANTA CRUZ DO RIO PARDO,2010,"12,64"
SANTA ERNESTINA,1991,"38,03"
SANTA ERNESTINA,2000,"28,82"
SANTA ERNESTINA,2010,"20,55"
SANTA FÉ DO SUL,1991,"26,29"
SANTA FÉ DO SUL,2000,"19,72"
SANTA FÉ DO SUL,2010,"15,08"
SANTA GERTRUDES,1991,"25,40"
SANTA GERTRUDES,2000,"23,54"
SANTA GERTRUDES,2010,"15,60"
SANTA ISABEL,1991,"34,27"
SANTA ISABEL,2000,"23,22"
SANTA ISABEL,2010,"17,02"
SANTA LÚCIA,1991,"32,82"
SANTA LÚCIA,2000,"20,63"
SANTA LÚCIA,2010,"18,70"
SANTA MARIA DA SERRA,1991,"39,48"
SANTA MARIA DA SERRA,2000,"23,86"
SANTA MARIA DA SERRA,2010,"18,55"
SANTA MERCEDES,1991,"37,66"
SANTA MERCEDES,2000,"26,59"
SANTA MERCEDES,2010,"15,66"
SANTA RITA D'OESTE,1991,"29,75"
SANTA RITA D'OESTE,2000,"26,75"
SANTA RITA D'OESTE,2010,"16,51"
SANTA RITA DO PASSA QUATRO,1991,"20,73"
SANTA RITA DO PASSA QUATRO,2000,"19,73"
SANTA RITA DO PASSA QUATRO,2010,"11,02"
SANTA ROSA DE VITERBO,1991,"24,47"
SANTA ROSA DE VITERBO,2000,"20,06"
SANTA ROSA DE VITERBO,2010,"13,56"
SANTA SALETE,1991,"21,73"
SANTA SALETE,2000,"15,55"
SANTA SALETE,2010,"13,98"
SANTANA DA PONTE PENSA,1991,"25,04"
SANTANA DA PONTE PENSA,2000,"17,13"
SANTANA DA PONTE PENSA,2010,"15,08"
SANTANA DE PARNAÍBA,1991,"26,60"
SANTANA DE PARNAÍBA,2000,"20,18"
SANTANA DE PARNAÍBA,2010,"17,36"
SANTO ANASTÁCIO,1991,"31,06"
SANTO ANASTÁCIO,2000,"20,44"
SANTO ANASTÁCIO,2010,"14,96"
SANTO ANDRÉ,1991,"25,04"
SANTO ANDRÉ,2000,"21,66"
SANTO ANDRÉ,2010,"14,10"
SANTO ANTÔNIO DA ALEGRIA,1991,"31,93"
SANTO ANTÔNIO DA ALEGRIA,2000,"26,18"
SANTO ANTÔNIO DA ALEGRIA,2010,"17,40"
SANTO ANTÔNIO DE POSSE,1991,"31,11"
SANTO ANTÔNIO DE POSSE,2000,"20,66"
SANTO ANTÔNIO DE POSSE,2010,"16,52"
SANTO ANTÔNIO DO ARACANGUÁ,1991,"35,91"
SANTO ANTÔNIO DO ARACANGUÁ,2000,"24,49"
SANTO ANTÔNIO DO ARACANGUÁ,2010,"16,34"
SANTO ANTÔNIO DO JARDIM,1991,"30,60"
SANTO ANTÔNIO DO JARDIM,2000,"23,83"
SANTO ANTÔNIO DO JARDIM,2010,"16,82"
SANTO ANTÔNIO DO PINHAL,1991,"37,85"
SANTO ANTÔNIO DO PINHAL,2000,"22,95"
SANTO ANTÔNIO DO PINHAL,2010,"19,49"
SANTO EXPEDITO,1991,"38,23"
SANTO EXPEDITO,2000,"22,26"
SANTO EXPEDITO,2010,"17,60"
SANTOS,1991,"21,86"
SANTOS,2000,"19,61"
SANTOS,2010,"15,36"
SANTÓPOLIS DO AGUAPEÍ,1991,"37,52"
SANTÓPOLIS DO AGUAPEÍ,2000,"22,52"
SANTÓPOLIS DO AGUAPEÍ,2010,"17,45"
SARAPUÍ,1991,"39,45"
SARAPUÍ,2000,"26,56"
SARAPUÍ,2010,"19,16"
SARUTAIÁ,1991,"38,69"
SARUTAIÁ,2000,"26,24"
SARUTAIÁ,2010,"21,55"
SEBASTIANÓPOLIS DO SUL,1991,"38,25"
SEBASTIANÓPOLIS DO SUL,2000,"20,53"
SEBASTIANÓPOLIS DO SUL,2010,"15,66"
SERRA AZUL,1991,"38,03"
SERRA AZUL,2000,"29,27"
SERRA AZUL,2010,"19,64"
SERRA NEGRA,1991,"23,90"
SERRA NEGRA,2000,"19,01"
SERRA NEGRA,2010,"13,16"
SERRANA,1991,"33,04"
SERRANA,2000,"27,67"
SERRANA,2010,"16,91"
SERTÃOZINHO,1991,"21,85"
SERTÃOZINHO,2000,"18,88"
SERTÃOZINHO,2010,"15,06"
SETE BARRAS,1991,"34,57"
SETE BARRAS,2000,"29,80"
SETE BARRAS,2010,"17,24"
SEVERÍNIA,1991,"30,40"
SEVERÍNIA,2000,"22,40"
SEVERÍNIA,2010,"20,00"
SILVEIRAS,1991,"36,38"
SILVEIRAS,2000,"21,82"
SILVEIRAS,2010,"19,41"
SOCORRO,1991,"31,53"
SOCORRO,2000,"22,72"
SOCORRO,2010,"17,66"
SOROCABA,1991,"31,35"
SOROCABA,2000,"20,01"
SOROCABA,2010,"15,58"
SUD MENNUCCI,1991,"31,65"
SUD MENNUCCI,2000,"27,54"
SUD MENNUCCI,2010,"19,82"
SUMARÉ,1991,"24,48"
SUMARÉ,2000,"20,59"
SUMARÉ,2010,"15,86"
SUZANO,1991,"32,07"
SUZANO,2000,"26,32"
SUZANO,2010,"13,58"
SUZANÁPOLIS,1991,"31,15"
SUZANÁPOLIS,2000,"29,07"
SUZANÁPOLIS,2010,"19,36"
SÃO BENTO DO SAPUCAÍ,1991,"28,55"
SÃO BENTO DO SAPUCAÍ,2000,"25,72"
SÃO BENTO DO SAPUCAÍ,2010,"19,49"
SÃO BERNARDO DO CAMPO,1991,"29,12"
SÃO BERNARDO DO CAMPO,2000,"20,91"
SÃO BERNARDO DO CAMPO,2010,"14,39"
SÃO CAETANO DO SUL,1991,"20,36"
SÃO CAETANO DO SUL,2000,"13,33"
SÃO CAETANO DO SUL,2010,"11,02"
SÃO CARLOS,1991,"21,62"
SÃO CARLOS,2000,"20,63"
SÃO CARLOS,2010,"12,98"
SÃO FRANCISCO,1991,"34,57"
SÃO FRANCISCO,2000,"26,41"
SÃO FRANCISCO,2010,"19,23"
SÃO JOAQUIM DA BARRA,1991,"31,24"
SÃO JOAQUIM DA BARRA,2000,"20,47"
SÃO JOAQUIM DA BARRA,2010,"14,50"
SÃO JOSÉ DA BELA VISTA,1991,"29,96"
SÃO JOSÉ DA BELA VISTA,2000,"27,24"
SÃO JOSÉ DA BELA VISTA,2010,"15,99"
SÃO JOSÉ DO BARREIRO,1991,"37,66"
SÃO JOSÉ DO BARREIRO,2000,"23,20"
SÃO JOSÉ DO BARREIRO,2010,"19,26"
SÃO JOSÉ DO RIO PARDO,1991,"24,77"
SÃO JOSÉ DO RIO PARDO,2000,"18,36"
SÃO JOSÉ DO RIO PARDO,2010,"12,64"
SÃO JOSÉ DO RIO PRETO,1991,"26,29"
SÃO JOSÉ DO RIO PRETO,2000,"19,24"
SÃO JOSÉ DO RIO PRETO,2010,"15,77"
SÃO JOSÉ DOS CAMPOS,1991,"25,35"
SÃO JOSÉ DOS CAMPOS,2000,"20,43"
SÃO JOSÉ DOS CAMPOS,2010,"15,12"
SÃO JOÃO DA BOA VISTA,1991,"22,09"
SÃO JOÃO DA BOA VISTA,2000,"17,02"
SÃO JOÃO DA BOA VISTA,2010,"10,96"
SÃO JOÃO DAS DUAS PONTES,1991,"32,73"
SÃO JOÃO DAS DUAS PONTES,2000,"26,62"
SÃO JOÃO DAS DUAS PONTES,2010,"20,15"
SÃO JOÃO DE IRACEMA,1991,"37,77"
SÃO JOÃO DE IRACEMA,2000,"25,90"
SÃO JOÃO DE IRACEMA,2010,"17,11"
SÃO JOÃO DO PAU D'ALHO,1991,"37,52"
SÃO JOÃO DO PAU D'ALHO,2000,"26,59"
SÃO JOÃO DO PAU D'ALHO,2010,"14,89"
SÃO LOURENÇO DA SERRA,1991,"37,39"
SÃO LOURENÇO DA SERRA,2000,"28,71"
SÃO LOURENÇO DA SERRA,2010,"18,21"
SÃO LUÍS DO PARAITINGA,1991,"33,04"
SÃO LUÍS DO PARAITINGA,2000,"28,07"
SÃO LUÍS DO PARAITINGA,2010,"17,86"
SÃO MANUEL,1991,"29,06"
SÃO MANUEL,2000,"24,24"
SÃO MANUEL,2010,"20,26"
SÃO MIGUEL ARCANJO,1991,"38,93"
SÃO MIGUEL ARCANJO,2000,"27,90"
SÃO MIGUEL ARCANJO,2010,"20,94"
SÃO PAULO,1991,"27,40"
SÃO PAULO,2000,"21,21"
SÃO PAULO,2010,"14,74"
SÃO PEDRO,1991,"30,04"
SÃO PEDRO,2000,"19,39"
SÃO PEDRO,2010,"12,99"
SÃO PEDRO DO TURVO,1991,"32,50"
SÃO PEDRO DO TURVO,2000,"24,31"
SÃO PEDRO DO TURVO,2010,"17,81"
SÃO ROQUE,1991,"27,00"
SÃO ROQUE,2000,"18,34"
SÃO ROQUE,2010,"14,03"
SÃO SEBASTIÃO,1991,"28,59"
SÃO SEBASTIÃO,2000,"21,25"
SÃO SEBASTIÃO,2010,"10,72"
SÃO SEBASTIÃO DA GRAMA,1991,"33,49"
SÃO SEBASTIÃO DA GRAMA,2000,"23,58"
SÃO SEBASTIÃO DA GRAMA,2010,"18,52"
SÃO SIMÃO,1991,"26,16"
SÃO SIMÃO,2000,"18,86"
SÃO SIMÃO,2010,"14,03"
SÃO VICENTE,1991,"31,94"
SÃO VICENTE,2000,"21,14"
SÃO VICENTE,2010,"14,63"
TABAPUÃ,1991,"28,66"
TABAPUÃ,2000,"21,94"
TABAPUÃ,2010,"18,52"
TABATINGA,1991,"34,67"
TABATINGA,2000,"23,72"
TABATINGA,2010,"18,70"
TABOÃO DA SERRA,1991,"31,76"
TABOÃO DA SERRA,2000,"19,60"
TABOÃO DA SERRA,2010,"13,63"
TACIBA,1991,"37,85"
TACIBA,2000,"22,80"
TACIBA,2010,"19,81"
TAGUAÍ,1991,"27,36"
TAGUAÍ,2000,"21,33"
TAGUAÍ,2010,"18,79"
TAIAÇU,1991,"31,91"
TAIAÇU,2000,"27,12"
TAIAÇU,2010,"19,18"
TAIÚVA,1991,"23,71"
TAIÚVA,2000,"18,82"
TAIÚVA,2010,"15,54"
TAMBAÚ,1991,"28,14"
TAMBAÚ,2000,"25,56"
TAMBAÚ,2010,"14,59"
TANABI,1991,"31,65"
TANABI,2000,"24,17"
TANABI,2010,"17,51"
TAPIRATIBA,1991,"24,05"
TAPIRATIBA,2000,"21,27"
TAPIRATIBA,2010,"13,44"
TAPIRAÍ,1991,"40,18"
TAPIRAÍ,2000,"25,23"
TAPIRAÍ,2010,"15,77"
TAQUARAL,1991,"31,91"
TAQUARAL,2000,"24,91"
TAQUARAL,2010,"18,14"
TAQUARITINGA,1991,"30,60"
TAQUARITINGA,2000,"22,67"
TAQUARITINGA,2010,"17,75"
TAQUARITUBA,1991,"48,16"
TAQUARITUBA,2000,"28,53"
TAQUARITUBA,2010,"19,55"
TAQUARIVAÍ,1991,"46,63"
TAQUARIVAÍ,2000,"28,10"
TAQUARIVAÍ,2010,"19,58"
TARABAI,1991,"36,64"
TARABAI,2000,"22,80"
TARABAI,2010,"18,19"
TARUMÃ,1991,"27,36"
TARUMÃ,2000,"21,66"
TARUMÃ,2010,"15,08"
TATUÍ,1991,"28,59"
TATUÍ,2000,"19,61"
TATUÍ,2010,"16,27"
TAUBATÉ,1991,"20,70"
TAUBATÉ,2000,"19,21"
TAUBATÉ,2010,"11,74"
TEJUPÁ,1991,"38,69"
TEJUPÁ,2000,"28,35"
TEJUPÁ,2010,"21,55"
TEODORO SAMPAIO,1991,"36,26"
TEODORO SAMPAIO,2000,"25,82"
TEODORO SAMPAIO,2010,"14,71"
TERRA ROXA,1991,"34,76"
TERRA ROXA,2000,"22,51"
TERRA ROXA,2010,"16,52"
TIETÊ,1991,"25,35"
TIETÊ,2000,"18,88"
TIETÊ,2010,"11,25"
TIMBURI,1991,"37,66"
TIMBURI,2000,"30,31"
TIMBURI,2010,"17,81"
TORRE DE PEDRA,1991,"36,30"
TORRE DE PEDRA,2000,"22,47"
TORRE DE PEDRA,2010,"17,51"
TORRINHA,1991,"20,73"
TORRINHA,2000,"20,54"
TORRINHA,2010,"15,14"
TRABIJU,1991,"37,92"
TRABIJU,2000,"33,89"
TRABIJU,2010,"19,60"
TREMEMBÉ,1991,"21,86"
TREMEMBÉ,2000,"18,47"
TREMEMBÉ,2010,"13,11"
TRÊS FRONTEIRAS,1991,"38,32"
TRÊS FRONTEIRAS,2000,"23,20"
TRÊS FRONTEIRAS,2010,"17,54"
TUIUTI,1991,"27,47"
TUIUTI,2000,"19,16"
TUIUTI,2010,"13,34"
TUPI PAULISTA,1991,"27,46"
TUPI PAULISTA,2000,"18,81"
TUPI PAULISTA,2010,"15,54"
TUPÃ,1991,"30,00"
TUPÃ,2000,"18,71"
TUPÃ,2010,"15,93"
TURIÚBA,1991,"31,65"
TURIÚBA,2000,"22,75"
TURIÚBA,2010,"18,07"
TURMALINA,1991,"24,66"
TURMALINA,2000,"22,93"
TURMALINA,2010,"18,79"
UBARANA,1991,"35,75"
UBARANA,2000,"21,59"
UBARANA,2010,"15,98"
UBATUBA,1991,"33,04"
UBATUBA,2000,"27,63"
UBATUBA,2010,"16,14"
UBIRAJARA,1991,"33,49"
UBIRAJARA,2000,"28,99"
UBIRAJARA,2010,"17,55"
UCHOA,1991,"38,16"
UCHOA,2000,"24,80"
UCHOA,2010,"18,21"
UNIÃO PAULISTA,1991,"32,07"
UNIÃO PAULISTA,2000,"21,01"
UNIÃO PAULISTA,2010,"14,11"
URU,1991,"37,66"
URU,2000,"28,50"
URU,2010,"17,17"
URUPÊS,1991,"35,20"
URUPÊS,2000,"21,53"
URUPÊS,2010,"18,83"
URÂNIA,1991,"38,03"
URÂNIA,2000,"26,77"
URÂNIA,2010,"20,34"
VALENTIM GENTIL,1991,"34,03"
VALENTIM GENTIL,2000,"21,57"
VALENTIM GENTIL,2010,"19,60"
VALINHOS,1991,"26,60"
VALINHOS,2000,"19,49"
VALINHOS,2010,"14,66"
VALPARAÍSO,1991,"33,49"
VALPARAÍSO,2000,"26,89"
VALPARAÍSO,2010,"18,02"
VARGEM,1991,"29,11"
VARGEM,2000,"19,48"
VARGEM,2010,"16,42"
VARGEM GRANDE DO SUL,1991,"30,60"
VARGEM GRANDE DO SUL,2000,"23,62"
VARGEM GRANDE DO SUL,2010,"14,03"
VARGEM GRANDE PAULISTA,1991,"35,56"
VARGEM GRANDE PAULISTA,2000,"20,16"
VARGEM GRANDE PAULISTA,2010,"11,25"
VERA CRUZ,1991,"40,29"
VERA CRUZ,2000,"26,84"
VERA CRUZ,2010,"17,40"
VINHEDO,1991,"21,22"
VINHEDO,2000,"17,56"
VINHEDO,2010,"12,64"
VIRADOURO,1991,"24,66"
VIRADOURO,2000,"22,32"
VIRADOURO,2010,"18,14"
VISTA ALEGRE DO ALTO,1991,"26,97"
VISTA ALEGRE DO ALTO,2000,"22,42"
VISTA ALEGRE DO ALTO,2010,"16,33"
VITÓRIA BRASIL,1991,"34,57"
VITÓRIA BRASIL,2000,"29,15"
VITÓRIA BRASIL,2010,"19,60"
VOTORANTIM,1991,"30,03"
VOTORANTIM,2000,"21,54"
VOTORANTIM,2010,"16,52"
VOTUPORANGA,1991,"22,93"
VOTUPORANGA,2000,"18,97"
VOTUPORANGA,2010,"14,61"
VÁRZEA PAULISTA,1991,"29,61"
VÁRZEA PAULISTA,2000,"20,76"
VÁRZEA PAULISTA,2010,"12,82"
ZACARIAS,1991,"33,49"
ZACARIAS,2000,"20,41"
ZACARIAS,2010,"17,84"
ÁGUAS DA PRATA,1991,"21,97"
ÁGUAS DA PRATA,2000,"19,90"
ÁGUAS DA PRATA,2010,"11,13"
ÁGUAS DE LINDÓIA,1991,"25,06"
ÁGUAS DE LINDÓIA,2000,"16,12"
ÁGUAS DE LINDÓIA,2010,"14,50"
ÁGUAS DE SANTA BÁRBARA,1991,"27,40"
ÁGUAS DE SANTA BÁRBARA,2000,"17,23"
ÁGUAS DE SANTA BÁRBARA,2010,"15,08"
ÁGUAS DE SÃO PEDRO,1991,"20,44"
ÁGUAS DE SÃO PEDRO,2000,"13,33"
ÁGUAS DE SÃO PEDRO,2010,"10,79"
ÁLVARES FLORENCE,1991,"34,57"
ÁLVARES FLORENCE,2000,"24,63"
ÁLVARES FLORENCE,2010,"20,13"
ÁLVARES MACHADO,1991,"25,70"
ÁLVARES MACHADO,2000,"22,15"
ÁLVARES MACHADO,2010,"17,00"
ÁLVARO DE CARVALHO,1991,"37,39"
ÁLVARO DE CARVALHO,2000,"31,47"
ÁLVARO DE CARVALHO,2010,"20,23"
ÓLEO,1991,"30,55"
ÓLEO,2000,"23,85"
ÓLEO,2010,"14,58"
