Cod_UDH,Local,Municipio,Ano,Morte5
1355540600004,Santa Rita / Enseada / Toninhas,Ubatuba (SP),2000,14.25
1355540600004,Santa Rita / Enseada / Toninhas,Ubatuba (SP),2010,9.31
1355540600005,Ponta Grossa / Tenório / Praia Grande,Ubatuba (SP),2000,18.57
1355540600005,Ponta Grossa / Tenório / Praia Grande,Ubatuba (SP),2010,10.76
1355540600006,Acaraú,Ubatuba (SP),2000,18.57
1355540600006,Acaraú,Ubatuba (SP),2010,10.76
1355540600007,Parque Estadual da Serra do Mar / Corcovado / Rio Escuro,Ubatuba (SP),2000,31.29
1355540600007,Parque Estadual da Serra do Mar / Corcovado / Rio Escuro,Ubatuba (SP),2010,26.75
1355540600008,Pereque-Mirim / Toninhas,Ubatuba (SP),2000,18.97
1355540600008,Pereque-Mirim / Toninhas,Ubatuba (SP),2010,13.94
1355540600009,Cassandoca / Maranduba,Ubatuba (SP),2000,28.29
1355540600009,Cassandoca / Maranduba,Ubatuba (SP),2010,20.23
1355540600010,Parque Estadual Serra do Mar / Picinguaba,Ubatuba (SP),2000,31.29
1355540600010,Parque Estadual Serra do Mar / Picinguaba,Ubatuba (SP),2010,20.23
1355540600011,Praia do Félix / Praia do Itamambuca,Ubatuba (SP),2000,18.57
1355540600011,Praia do Félix / Praia do Itamambuca,Ubatuba (SP),2010,10.76
1355540600012,Barra Seca / Sumidouro / Pedreira / Pereque-Açu,Ubatuba (SP),2000,28.52
1355540600012,Barra Seca / Sumidouro / Pedreira / Pereque-Açu,Ubatuba (SP),2010,18.83
1355540600013,Pereque-Açu,Ubatuba (SP),2000,18.97
1355540600013,Pereque-Açu,Ubatuba (SP),2010,13.94
1355540600014,Centro / Ressaca / Sumaré / Silop / Umuarama,Ubatuba (SP),2000,14.71
1355540600014,Centro / Ressaca / Sumaré / Silop / Umuarama,Ubatuba (SP),2010,10.76
1355540600015,Horto ( Morro das Moças ),Ubatuba (SP),2000,18.57
1355540600015,Horto ( Morro das Moças ),Ubatuba (SP),2010,10.76
1355540600016,Ipiranguinha,Ubatuba (SP),2000,28.29
1355540600016,Ipiranguinha,Ubatuba (SP),2010,20.23
1355540600017,Mato Dentro : Carolina / Trevo / Samambá,Ubatuba (SP),2000,18.97
1355540600017,Mato Dentro : Carolina / Trevo / Samambá,Ubatuba (SP),2010,13.94
1355540600018,Itaguá / Estufa I,Ubatuba (SP),2000,18.97
1355540600018,Itaguá / Estufa I,Ubatuba (SP),2010,13.94
1355540600019,Estufa I / Estufa II,Ubatuba (SP),2000,28.52
1355540600019,Estufa I / Estufa II,Ubatuba (SP),2010,18.83
1355540600020,Praia Vermelha / Praia Dura / Lázaro / Saco da Ribeira,Ubatuba (SP),2000,18.97
1355540600020,Praia Vermelha / Praia Dura / Lázaro / Saco da Ribeira,Ubatuba (SP),2010,13.94
1355540600021,Parque Estadual da Serra do Mar / Praia da Fortaleza / Sertão do Ingá / Praia do Sapê / Lagoinha,Ubatuba (SP),2000,18.97
1355540600021,Parque Estadual da Serra do Mar / Praia da Fortaleza / Sertão do Ingá / Praia do Sapê / Lagoinha,Ubatuba (SP),2010,13.94
